Accession,Bioproject,Last_author,Sequencing_technology,Isolate_Name,Country,Continent,Isolation_source,Ropars_Clade,Proposed_final_clade,Mean_coverage,Mean_depth,Aneuploidy,HOM_pos,HOM_ref,HOM_alt,HET_pos,Missing_pos,frac_missing,frac_HET,PASS_Het,For_Sub_Phylo,Intrapop_ID,Intrapop_removed,MAT_type
SRR23500565,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT227,USA,North America,Oral,,1,99.775275,58.373825,0,9715807,9705393,10414,45743,4522346,0.316604517,,0,0,IP55,1,a/α
SRR23500566,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT226,USA,North America,Oral,,1,99.777975,62.924575,0,9007102,8997213,9889,41583,5235211,0.36651142,,0,0,IP55,0,a/α
SRR23500567,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT225,USA,North America,Oral,,4,99.5573625,55.67965,0,8223386,8193134,30252,54739,6005771,0.420457486,,0,0,,0,a/α
SRR23500568,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT224,USA,North America,Oral,,1,99.706525,48.649625,0,7081010,7073352,7658,32381,7170505,0.501999244,,0,0,IP47,1,a/α
SRR23500569,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT223,USA,North America,Oral,,1,99.72505,63.5404625,0,9474540,9464657,9883,46709,4762647,0.333427729,,0,0,IP47,0,a/α
SRR23500570,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT222,USA,North America,Oral,,4,99.6441,63.14415,0,9095630,9054538,41092,48743,5139523,0.359812407,,0,0,IP46,1,a/α
SRR23500572,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT023,USA,North America,Oral,,8,99.515525,37.3955375,0,7306343,7281951,24392,41474,6936079,0.485587336,,0,0,IP40,1,a/α
SRR23500573,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT220,USA,North America,Oral,,4,99.526425,42.3156875,0,6322386,6295790,26596,41690,7919820,0.554457971,,0,0,IP46,1,a/α
SRR23500574,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT219,USA,North America,Oral,,4,99.6289375,62.80415,0,9513101,9471231,41870,51085,4719710,0.330421756,,0,0,IP46,0,a/α
SRR23500577,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT216,USA,North America,Oral,,1,99.7074125,64.33765,0,10107398,10096293,11105,48043,4128455,0.289028638,,0,0,,0,a/α
SRR23500578,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT215,USA,North America,Oral,,1,99.714175,57.632125,0,9074561,9065979,8582,48104,5161231,0.36133216,,0,0,IP38,1,a/α
SRR23500579,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT214,USA,North America,Oral,,1,99.7145625,57.5693125,0,9353516,9344709,8807,50018,4880362,0.341668828,,0,0,IP38,1,a/α
SRR23500580,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT072,USA,North America,Oral,,1,99.6435375,65.981775,0,10437113,10422758,14355,47916,3798867,0.265954541,,0,0,IP56,1,a/α
SRR23500581,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT071,USA,North America,Oral,,1,99.6013,46.2413875,0,7706828,7695777,11051,31753,6545315,0.458230374,,0,0,IP56,0,a/α
SRR23500585,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT068,USA,North America,Oral,,1,99.6004125,38.41015,0,5475859,5471393,4466,28072,8779965,0.614675786,,0,0,IP54,1,a/α
SRR23500586,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT067,USA,North America,Oral,,1,99.6736625,46.4013,0,6869581,6864151,5430,37556,7376759,0.516438862,,0,0,IP54,1,a/α
SRR23500587,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT066,USA,North America,Oral,,1,99.6716,45.9873625,0,6911553,6906236,5317,37530,7334813,0.513502269,,0,0,IP54,1,a/α
SRR23500588,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT065,USA,North America,Oral,,1,99.75305,55.1427,0,9325308,9318623,6685,53845,4904743,0.343375715,,0,0,IP54,1,a/α
SRR23500589,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT064,USA,North America,Oral,,1,99.7094,46.5241625,0,7647217,7641493,5724,42510,6594169,0.461650589,,0,0,IP54,1,a/α
SRR23500590,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT063,USA,North America,Oral,,1,99.7270875,46.5879375,0,6944555,6940452,4103,425296,6914045,0.484044759,,0,0,IP54,0,a/α
SRR23500591,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT062,USA,North America,Oral,,1,99.5266125,48.34955,0,7003974,6992967,11007,29741,7250181,0.507577274,,0,0,IP53,1,a/α
SRR23500592,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT061,USA,North America,Oral,,1,99.707475,48.870825,0,6982190,6970589,11601,29800,7271906,0.509098218,,0,0,IP53,0,a/α
SRR23500593,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT007,USA,North America,Oral,,1,99.6729375,56.6001625,0,8030290,8018648,11642,33215,6220391,0.435482798,,0,0,IP34,1,a/α
SRR23500595,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT059,USA,North America,Oral,,2,99.2307625,47.1252375,0,6091047,6065051,25996,33566,8159283,0.571222515,,0,0,IP52,0,a/α
SRR23500596,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT058,USA,North America,Oral,,3,99.537225,46.7429125,0,6683477,6651002,32475,36211,7564208,0.529561963,,0,0,IP52,0,a/α
SRR23500597,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT057,USA,North America,Oral,,1,99.7693375,56.5977375,0,8304211,8296204,8007,40110,5939575,0.415823176,,0,0,IP51,1,a/α
SRR23500598,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT056,USA,North America,Oral,,1,99.6062125,51.4204,0,7677618,7670391,7227,36602,6569676,0.459935861,,0,0,IP51,1,a/α
SRR23500599,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT055,USA,North America,Oral,,1,99.7298875,47.8653375,0,7344439,7337475,6964,34582,6904875,0.483402778,,0,0,IP51,0,a/α
SRR23500600,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT054,USA,North America,Oral,,1,99.8339375,59.01565,0,9128388,9118198,10190,48463,5107045,0.357538658,,0,0,IP50,1,a/α
SRR23500601,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT053,USA,North America,Oral,,1,99.8161875,41.4029625,0,6229694,6221832,7862,31683,8022519,0.561647817,,0,0,IP50,0,a/α
SRR23500602,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT052,USA,North America,Oral,,1,99.5211,39.441675,0,5397566,5391552,6014,23339,8862991,0.620488346,,0,0,IP49,0,a/α
SRR23500603,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT051,USA,North America,Oral,,3,99.2943125,41.32665,0,5673749,5652690,21059,43714,8566433,0.599726643,,0,0,IP49,0,a/α
SRR23500604,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT006,USA,North America,Oral,,1,99.6271625,40.718075,0,5718458,5709411,9047,21559,8543879,0.598147662,,0,0,IP34,0,a/α
SRR23500605,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT050,USA,North America,Oral,,1,99.6608,50.817025,0,7477901,7472502,5399,43715,6762280,0.473419857,,0,0,IP48,1,a/α
SRR23500606,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT049,USA,North America,Oral,,1,99.693475,49.690575,0,7172517,7167423,5094,87702,7023677,0.491719976,,0,0,IP48,0,a/α
SRR23500607,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT048,USA,North America,Oral,,2,98.9992,56.00335,0,7617238,7582007,35231,33589,6633069,0.464373936,,0,0,IP45,1,a/α
SRR23500608,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT047,USA,North America,Oral,,2,98.6280125,42.073025,0,5317752,5293115,24637,22009,8944135,0.626169149,,0,0,IP45,1,a/α
SRR23500610,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT045,USA,North America,Oral,,2,98.843375,42.201175,0,5326698,5301277,25421,21184,8936014,0.625600606,,0,0,IP45,0,a/α
SRR23500611,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT044,USA,North America,Oral,,1,99.515175,36.2386625,0,5029909,5024080,5829,21669,9232318,0.646344527,,0,0,IP44,0,a/α
SRR23500612,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT213,USA,North America,Oral,,1,99.72295,58.8567375,0,8926906,8918420,8486,46918,5310072,0.371752357,,0,0,IP38,1,a/α
SRR23500613,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT212,USA,North America,Oral,,1,99.7390875,60.866675,0,9896247,9887082,9165,53689,4333960,0.303415819,,0,0,IP38,0,a/α
SRR23500614,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT211,USA,North America,Oral,,1,99.796975,64.116575,0,9482418,9473544,8874,47473,4754005,0.332822712,,0,0,IP38,0,a/α
SRR23500615,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT022,USA,North America,Oral,,8,99.5341125,40.010625,0,8477586,8447950,29636,49185,5757125,0.40305005,,0,0,IP40,1,a/α
SRR23500616,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT210,USA,North America,Oral,,1,99.7550375,47.800825,0,7201713,7197341,4372,41478,7040705,0.492912088,,0,0,,0,a/α
SRR23500617,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT209,USA,North America,Oral,,2,99.2232875,57.9593125,0,8818113,8781586,36527,47007,5418776,0.379362605,,0,0,,0,a/α
SRR23500620,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT206,USA,North America,Oral,,11,99.6680375,55.5267375,0,8014673,7991080,23593,56272,6212951,0.434961932,,0,0,,0,a/α
SRR23500624,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT202,USA,North America,Oral,,3,99.3977,63.4411,0,8588446,8550592,37854,56717,5638733,0.394761555,,0,0,,0,a/α
SRR23500626,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT021,USA,North America,Oral,,8,99.50745,37.8252625,0,6918816,6896641,22175,39697,7325383,0.512842085,,0,0,IP40,0,a/α
SRR23500627,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT003,USA,North America,Oral,,1,99.6649125,41.0388625,0,5414614,5405492,9122,17157,8852125,0.619727629,,0,0,IP33,1,a/α
SRR23500628,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT200,USA,North America,Oral,,2,99.307275,54.76025,0,8539743,8503381,36362,49446,5694707,0.398680234,,0,0,,0,a/α
SRR23500629,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT199,USA,North America,Oral,,1,99.631525,56.0239375,0,8201955,8194649,7306,42083,6039858,0.42284388,,0,0,,0,a/α
SRR23500630,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT198,USA,North America,Oral,,4,99.6166875,59.6363375,0,8573751,8545389,28362,62507,5647638,0.395384985,,0,0,,0,a/α
SRR23500631,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT197,USA,North America,Oral,,2,99.631175,64.4316125,0,9802689,9758498,44191,50048,4431159,0.310220615,,0,0,,0,a/α
SRR23500632,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT196,USA,North America,Oral,,9,99.6777,64.297875,0,9927702,9890607,37095,76347,4279847,0.299627427,,0,0,,0,a/α
SRR23500633,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT195,USA,North America,Oral,,1,99.6803625,64.8581625,0,8841156,8833018,8138,46042,5396698,0.377816949,,0,0,,0,a/α
SRR23500634,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT194,USA,North America,Oral,,2,99.395725,57.0590375,0,8846317,8806730,39587,46072,5391507,0.377453532,,0,0,,0,a/α
SRR23500638,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT020,USA,North America,Oral,,4,99.525425,31.9585125,0,5115030,5095539,19491,26069,9142797,0.640077259,,0,0,IP39,1,a/α
SRR23500639,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT190,USA,North America,Oral,,3,99.5990375,45.6823875,0,7037104,7008554,28550,42735,7204057,0.504348183,,0,0,,0,a/α
SRR23500642,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT187,USA,North America,Oral,,1,99.5793375,40.403225,0,5577945,5571447,6498,24103,8681848,0.607806722,,0,0,,0,a/α
SRR23500645,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT028,USA,North America,Oral,,1,99.7934125,40.4572375,0,5233941,5229186,4755,27774,9022181,0.631633064,,0,0,IP41,1,a/α
SRR23500647,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT269,USA,North America,Oral,,3,99.3871625,55.3952125,0,7812682,7782585,30097,57982,6413232,0.448983387,,0,0,,0,a/α
SRR23500648,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT268,USA,North America,Oral,,2,99.2809625,58.1848625,0,8374386,8334920,39466,37651,5871859,0.411082453,,0,0,IP89,1,a/α
SRR23500649,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT267,USA,North America,Oral,,2,99.3075875,55.895075,0,8435600,8395834,39766,37848,5810448,0.406783135,,0,0,IP89,1,a/α
SRR23500650,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT266,USA,North America,Oral,,2,99.27685,52.0364,0,7698110,7661331,36779,34245,6551541,0.458666249,,0,0,IP89,0,a/α
SRR23500651,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT265,USA,North America,Oral,,9,99.4665,52.7896125,0,7440805,7412917,27888,52402,6790689,0.47540874,,0,0,IP88,1,a/α
SRR23500652,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT264,USA,North America,Oral,,9,99.6884375,61.608625,0,8660477,8627245,33232,61918,5561501,0.389354627,,0,0,IP88,0,a/α
SRR23500653,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT263,USA,North America,Oral,,3,99.4912,59.330625,0,8354204,8323746,30458,67763,5861929,0.410387264,,0,0,,0,a/α
SRR23500654,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT262,USA,North America,Oral,,8,99.538625,62.9462125,0,8433540,8401732,31808,48506,5801850,0.406181199,,0,0,,0,a/α
SRR23500655,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT261,USA,North America,Oral,,2,99.2590375,51.591075,0,7780559,7746719,33840,37835,6465502,0.452642752,,0,0,,0,a/α
SRR23500656,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT027,USA,North America,Oral,,1,99.7125875,36.435525,0,4945384,4940983,4401,24797,9313715,0.652043042,,0,0,IP41,1,a/α
SRR23500657,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT260,USA,North America,Oral,,8,99.3612875,49.16555,0,7228467,7200415,28052,42199,7013230,0.490988593,,0,0,,0,a/α
SRR23500658,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT259,USA,North America,Oral,,12,99.6222625,62.6085375,0,10489509,10442969,46540,58245,3736142,0.261563232,,0,0,IP83,1,a/α
SRR23500659,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT258,USA,North America,Oral,,12,99.659925,114.66565,0,12896910,12836521,60389,76138,1310848,0.091771041,0.00533034,1,0,IP83,0,a/α
SRR23500660,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT257,USA,North America,Oral,,1,99.5620625,51.6282125,0,7805960,7796632,9328,33965,6443971,0.451135391,,0,0,,0,a/α
SRR23500661,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT256,USA,North America,Oral,,1,99.698675,61.0134875,0,8750991,8740249,10742,40849,5492056,0.384492858,,0,0,IP76,1,a/α
SRR23500662,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT255,USA,North America,Oral,,1,99.53115,61.405025,0,8321232,8311099,10133,38580,5924084,0.414738668,,0,0,IP76,1,a/α
SRR23500663,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT254,USA,North America,Oral,,1,99.824075,53.258475,0,7826686,7819154,7532,76682,6380528,0.446693815,,0,0,IP76,0,a/α
SRR23500664,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT253,USA,North America,Oral,,4,99.348025,48.757925,0,6959496,6927216,32280,30746,7293654,0.510620772,,0,0,IP76,1,a/α
SRR23500665,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT252,USA,North America,Oral,,4,99.5279375,85.6824625,0,11167148,11113060,54088,55896,3060852,0.214286914,,0,0,IP76,1,a/α
SRR23500666,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT251,USA,North America,Oral,,4,99.775825,62.290425,0,9177182,9141431,35751,51602,5055112,0.353902885,,0,0,IP76,0,a/α
SRR23500667,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT026,USA,North America,Oral,,1,99.79505,39.6284125,0,5894542,5889620,4922,30405,8358949,0.585200914,,0,0,IP41,1,a/α
SRR23500668,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT250,USA,North America,Oral,,1,99.786125,63.3798625,0,10669973,10663968,6005,67585,3546338,0.24827526,,0,0,,0,a/α
SRR23500669,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT249,USA,North America,Oral,,1,99.7023875,53.5656,0,7615934,7609408,6526,39311,6628651,0.464064636,,0,0,,0,a/α
SRR23500670,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT248,USA,North America,Oral,,2,99.367675,55.14635,0,8083935,8051059,32876,44307,6155654,0.430950631,,0,0,IP68,1,a/α
SRR23500671,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT247,USA,North America,Oral,,2,99.435775,55.0745625,0,8054845,8024811,30034,139688,6089363,0.426309671,,0,0,IP68,0,a/α
SRR23500673,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT245,USA,North America,Oral,,1,99.676775,60.9201,0,9102081,9094244,7837,45691,5136124,0.359574447,,0,0,IP67,1,a/α
SRR23500674,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT244,USA,North America,Oral,,1,99.7065,60.8842125,0,9521082,9513125,7957,48425,4714389,0.330049239,,0,0,IP67,0,a/α
SRR23500675,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT243,USA,North America,Oral,,1,99.749125,61.132825,0,8408736,8401289,7447,45698,5829462,0.408114285,,0,0,IP66,1,a/α
SRR23500676,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT156,USA,North America,Oral,,1,99.6393625,48.06695,0,7396640,7389680,6960,36146,6851110,0.479638748,,0,0,IP84,1,a/α
SRR23500677,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT155,USA,North America,Oral,,1,99.6975375,52.533575,0,7937369,7931704,5665,471305,5875222,0.411317893,,0,0,IP84,0,a/α
SRR23500678,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT154,USA,North America,Oral,,1,99.5990375,63.8308375,0,8860258,8844246,16012,34712,5388926,0.377272839,,0,0,IP82,1,a/α
SRR23500679,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT153,USA,North America,Oral,,1,99.65015,51.80005,0,7621251,7605674,15577,27822,6634823,0.464496731,,0,0,IP82,1,a/α
SRR23500680,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT152,USA,North America,Oral,,1,99.5850875,46.2806625,0,6044348,6032159,12189,21085,8218463,0.575365643,,0,0,IP82,0,a/α
SRR23500683,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT150,USA,North America,Oral,,2,99.1612625,54.6875125,0,7322683,7292777,29906,43490,6917723,0.484302252,,0,0,IP81,1,a/α
SRR23500684,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT149,USA,North America,Oral,,2,99.112925,59.816275,0,7879514,7847761,31753,46728,6357654,0.445092431,,0,0,IP81,1,a/α
SRR23500685,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT148,USA,North America,Oral,,2,99.1729125,60.300425,0,8292229,8258462,33767,50560,5941107,0.41593043,,0,0,IP81,0,a/α
SRR23500686,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT147,USA,North America,Oral,,4,99.25955,54.21055,0,7409065,7376424,32641,38551,6836280,0.478600516,,0,0,IP80,0,a/α
SRR23500687,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT146,USA,North America,Oral,,2,99.4139125,51.60135,0,8133570,8100183,33387,47784,6102542,0.427232318,,0,0,IP80,0,a/α
SRR23500690,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT143,USA,North America,Oral,,1,99.607125,66.210775,0,10489330,10477875,11455,51190,3743376,0.262069676,,0,0,IP79,1,a/α
SRR23500691,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT142,USA,North America,Oral,,1,99.5395625,55.5186625,0,8552403,8543162,9241,38985,5692508,0.398526284,,0,0,IP79,1,a/α
SRR23500692,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT141,USA,North America,Oral,,1,99.5684125,56.4421,0,8099737,8090800,8937,36203,6147956,0.430411703,,0,0,IP79,0,a/α
SRR23500693,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT015,USA,North America,Oral,,1,99.7048875,30.8898125,0,3836241,3832606,3635,19455,10428200,0.730066923,,0,0,IP37,0,a/α
SRR23500695,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT139,USA,North America,Oral,,2,99.2999,55.8078625,0,7650784,7614535,36249,35189,6597923,0.461913402,,0,0,IP78,1,a/α
SRR23500696,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT138,USA,North America,Oral,,2,99.3655625,65.1758875,0,9343443,9298993,44450,45297,4895156,0.342704539,,0,0,IP78,0,a/α
SRR23500697,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT137,USA,North America,Oral,,1,99.8009,56.1177,0,7750047,7746144,3903,83800,6450049,0.451560905,,0,0,IP77,0,a/α
SRR23500698,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT136,USA,North America,Oral,,1,99.496875,44.5776125,0,5293555,5286752,6803,20822,8969519,0.627946255,,0,0,IP77,1,a/α
SRR23500699,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT135,USA,North America,Oral,,1,99.45065,55.3824125,0,6421280,6413723,7557,25928,7836688,0.548637991,,0,0,IP77,1,a/α
SRR23500700,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT134,USA,North America,Oral,,1,99.6041875,51.3840875,0,6532565,6524794,7771,26900,7724431,0.540779,,0,0,IP77,1,a/α
SRR23500701,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT133,USA,North America,Oral,,1,99.6704375,53.829225,0,6997342,6989050,8292,29389,7257165,0.508066217,,0,0,IP77,1,a/α
SRR23500702,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT132,USA,North America,Oral,,1,99.62665,61.4172125,0,7682010,7673392,8618,32873,6569013,0.459889445,,0,0,IP77,0,a/α
SRR23500703,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT131,USA,North America,Oral,,3,99.5111625,61.3719,0,9700404,9658478,41926,67996,4515496,0.316124956,,0,0,IP75,1,a/α
SRR23500704,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT014,USA,North America,Oral,,1,99.7053625,44.2003125,0,6645258,6638439,6819,28188,7610450,0.532799315,,0,0,IP37,0,a/α
SRR23500705,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT130,USA,North America,Oral,,3,99.364425,47.8705125,0,7129047,7099214,29833,48211,7106638,0.497527985,,0,0,IP75,1,a/α
SRR23500706,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT129,USA,North America,Oral,,3,99.4241375,58.25735,0,8365784,8330235,35549,57419,5860693,0.410300733,,0,0,IP75,1,a/α
SRR23500707,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT128,USA,North America,Oral,,3,99.2937875,43.558125,0,6506982,6479284,27698,44518,7732396,0.541336621,,0,0,IP75,1,a/α
SRR23500709,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT042,USA,North America,Oral,,1,99.6846125,51.2746625,0,8098496,8090302,8194,37226,6148174,0.430426965,,0,0,IP44,0,a/α
SRR23500710,PRJNA926612,Alkhars et al. 2024,Illumina NovaSeq 6000,FT041,USA,North America,Oral,,4,99.551475,53.78335,0,7657340,7626888,30452,45289,6581267,0.460747334,,0,0,IP43,1,a/α
